Geom;DIAMETER_MM;INSTALLATION_DATE;LINING_MATERIAL;MATERIAL;geo_point_2d
"{""coordinates"": [[-123.19077714706775, 49.25734753909571], [-123.19077733528447, 49.25732505972802]], ""type"": ""LineString""}";600;2002-01-01;Cement Lined;Ductile Iron;49.25733629941186, -123.1907772411761
"{""coordinates"": [[-123.19077630163349, 49.257449096533925], [-123.19077714706775, 49.25734753909571]], ""type"": ""LineString""}";600;2002-01-01;Cement Lined;Ductile Iron;49.25739831781482, -123.19077672435063
"{""coordinates"": [[-123.190837706064, 49.250138151864974], [-123.1906825003374, 49.25013753559439]], ""type"": ""LineString""}";600;2002-01-01;Cement Lined;Ductile Iron;49.25013784372968, -123.19076010320072
"{""coordinates"": [[-123.0783763887864, 49.248544759836314], [-123.07829394466452, 49.24854381726648], [-123.07823086117178, 49.24854309540558], [-123.07809781012614, 49.24854158427233]], ""type"": ""LineString""}";650;2008-01-01;blank;Ductile Iron Concrete Lined;49.248543169380305, -123.07823709948676
"{""coordinates"": [[-123.03377223050616, 49.262839649315666], [-123.03377501576809, 49.26194642456191]], ""type"": ""LineString""}";1800;2008-07-01;blank;Steel;49.26239303693879, -123.03377362313712
"{""coordinates"": [[-123.03377501576809, 49.26194642456191], [-123.03379173253559, 49.2615092526197], [-123.03379256249606, 49.261215109093335]], ""type"": ""LineString""}";1800;2008-07-01;blank;Steel;49.26158083070186, -123.03378690136756
"{""coordinates"": [[-123.0411201366405, 49.2221462694388], [-123.04108088787854, 49.222859257370786], [-123.04105316539332, 49.223379319616846], [-123.04099983126548, 49.223951725360685]], ""type"": ""LineString""}";600;2008-10-31;blank;Ductile Iron Concrete Lined;49.223049544896845, -123.04106736473354
"{""coordinates"": [[-123.03079195680914, 49.27630420138212], [-123.03079276781617, 49.27760697352107]], ""type"": ""LineString""}";1800;2007-12-01;blank;Steel;49.276955587451596, -123.03079236231265
"{""coordinates"": [[-123.03381730438387, 49.268620752619825], [-123.03381729830349, 49.26861185637268]], ""type"": ""LineString""}";1800;2008-07-01;blank;Steel;49.26861630449625, -123.03381730134369
"{""coordinates"": [[-123.12764407142409, 49.24145639246626], [-123.12761252454501, 49.241455096021845], [-123.12756725148797, 49.24145323903092]], ""type"": ""LineString""}";600;1997-01-01;Cement Lined;Ductile Iron;49.24145481502257, -123.12760566148584
"{""coordinates"": [[-123.06709456381333, 49.250336182734515], [-123.06728707094892, 49.250293262499504]], ""type"": ""LineString""}";600;2009-11-19;;Ductile Iron Concrete Lined;49.250314722617006, -123.06719081738112
"{""coordinates"": [[-123.04099983126548, 49.223951725360685], [-123.04099933056376, 49.223960720804506]], ""type"": ""LineString""}";600;2008-10-31;blank;Ductile Iron Concrete Lined;49.223956223082595, -123.04099958091462
"{""coordinates"": [[-123.04099882985446, 49.22396970725304], [-123.04096064503774, 49.224677711163245]], ""type"": ""LineString""}";600;2008-10-31;blank;Ductile Iron Concrete Lined;49.22432370920814, -123.0409797374461
"{""coordinates"": [[-123.03390124620603, 49.25067540074016], [-123.03390129195793, 49.25074221725153], [-123.03390129199704, 49.25074223694712], [-123.03390129190399, 49.25074225664264], [-123.03390129167879, 49.2507422763377], [-123.03390129132144, 49.25074229603193], [-123.03390129083193, 49.25074231572493], [-123.03390129021031, 49.25074233541634], [-123.03390128945657, 49.25074235510575], [-123.03390128857072, 49.25074237479283], [-123.03390128755277, 49.25074239447717], [-123.03390128640275, 49.250742414158395], [-123.0339012851207, 49.250742433836095], [-123.03390128370661, 49.25074245350995], [-123.03390128216053, 49.250742473179535], [-123.0339012804825, 49.25074249284447], [-123.03390127867253, 49.250742512504424], [-123.03390127673063, 49.250742532158974], [-123.03390127465691, 49.25074255180775], [-123.03390127245136, 49.25074257145037], [-123.03390127011401, 49.250742591086464], [-123.03390126764496, 49.250742610715626], [-123.03390126504421, 49.25074263033751], [-123.0339012623118, 49.250742649951746], [-123.03390125944783, 49.250742669557916], [-123.03390125645232, 49.25074268915568], [-123.03390125332538, 49.2507427087446], [-123.033901250067, 49.2507427283244], [-123.03390124667729, 49.250742747894606], [-123.0339012431563, 49.25074276745488], [-123.03390123950408, 49.25074278700483], [-123.03390123572072, 49.25074280654411], [-123.03390123180628, 49.25074282607232], [-123.03390122776085, 49.25074284558908], [-123.03390122358454, 49.25074286509402], [-123.03390121927735, 49.250742884586764], [-123.03390121483943, 49.25074290406693], [-123.03390121027083, 49.25074292353415], [-123.03390120557168, 49.25074294298804], [-123.03390120074202, 49.25074296242825], [-123.03390119578195, 49.25074298185438], [-123.03390119069161, 49.250743001266045], [-123.03390118547105, 49.250743020662895], [-123.0339011801204, 49.250743040044526], [-123.03390117463977, 49.25074305941062], [-123.0339011690292, 49.25074307876075], [-123.0339011632889, 49.25074309809457], [-123.0339011574189, 49.25074311741168], [-123.03390115141934, 49.25074313671175], [-123.03390114529037, 49.250743155994364], [-123.03390113903203, 49.25074317525918], [-123.0339011326445, 49.2507431945058], [-123.0339011261279, 49.25074321373388], [-123.03390111948235, 49.25074323294304], [-123.03390111270798, 49.25074325213289], [-123.03390110580487, 49.25074327130309], [-123.03390109877323, 49.25074329045325], [-123.03390109161316, 49.250743309583015], [-123.03390108432481, 49.25074332869198], [-123.0339010769083, 49.25074334777983], [-123.03390106936378, 49.250743366846166], [-123.0339010616914, 49.25074338589062], [-123.03390105389133, 49.250743404912846], [-123.03390104596367, 49.25074342391243], [-123.0339010379086, 49.25074344288905], [-123.03390102972631, 49.250743461842355], [-123.0339010214169, 49.250743480771895], [-123.03390101298056, 49.250743499677405], [-123.03390100441747, 49.25074351855845], [-123.03390099572773, 49.25074353741469], [-123.03390098691159, 49.25074355624577], [-123.03390097796914, 49.250743575051324], [-123.03390096890065, 49.250743593830975], [-123.0339009597062, 49.25074361258438], [-123.033900950386, 49.25074363131115], [-123.03390094094027, 49.25074365001094], [-123.0339009313691, 49.2507436686834], [-123.0339009216728, 49.25074368732815], [-123.03390091185145, 49.25074370594486], [-123.03390090190528, 49.25074372453313], [-123.03390089183448, 49.250743743092634], [-123.03390088163928, 49.250743761622985], [-123.0339008713198, 49.250743780123855], [-123.03390086087632, 49.25074379859487], [-123.03390085030895, 49.25074381703567], [-123.033900839618, 49.25074383544592], [-123.0339008288036, 49.25074385382526], [-123.03390081786598, 49.250743872173295], [-123.03390080680536, 49.25074389048972], [-123.03390079562192, 49.25074390877416], [-123.03390078431593, 49.25074392702628], [-123.03390077288756, 49.250743945245695], [-123.03390076133707, 49.2507439634321], [-123.03390074966465, 49.2507439815851], [-123.03390073787055, 49.250743999704355], [-123.03390072595496, 49.25074401778954], [-123.03390071391817, 49.25074403584028], [-123.03390070176036, 49.25074405385623], [-123.0339006894818, 49.25074407183704], [-123.0339006770827, 49.2507440897824], [-123.03390066456329, 49.25074410769191], [-123.03390065192384, 49.25074412556526], [-123.0339006391646, 49.2507441434021], [-123.03390062628577, 49.250744161202064], [-123.03390061328766, 49.250744178964844], [-123.03390060017047, 49.25074419669005], [-123.03390058693448, 49.2507442143774], [-123.03390057357994, 49.25074423202649], [-123.03390056010711, 49.25074424963704], [-123.03390054651624, 49.250744267208646], [-123.03390053280759, 49.25074428474103], [-123.03390051898144, 49.25074430223382], [-123.03390050503805, 49.25074431968668], [-123.03390049097767, 49.25074433709929], [-123.03390047680062, 49.250744354471294], [-123.03390046250713, 49.25074437180236], [-123.03390044809748, 49.25074438909217], [-123.03390043357197, 49.250744406340374], [-123.03390041893086, 49.250744423546664], [-123.03390040417443, 49.25074444071065], [-123.033900389303, 49.25074445783206], [-123.03390037431681, 49.250744474910555], [-123.03390035921618, 49.2507444919458], [-123.0339003440014, 49.25074450893743], [-123.03390032867273, 49.25074452588517], [-123.03390031323049, 49.25074454278866], [-123.03390029767502, 49.25074455964757], [-123.03390028200653, 49.25074457646163], [-123.0339002662254, 49.25074459323044], [-123.0339002503319, 49.25074460995373], [-123.03390023432632, 49.25074462663113], [-123.03390021820903, 49.25074464326239], [-123.03390020198029, 49.250744659847115], [-123.0339001856404, 49.25074467638502], [-123.03390016918974, 49.2507446928758], [-123.03390015262856, 49.25074470931909], [-123.03390013595721, 49.250744725714625], [-123.033900119176, 49.250744742062054], [-123.0339001022853, 49.25074475836108], [-123.03390008528535, 49.25074477461139], [-123.03390006817656, 49.250744790812625], [-123.0339000509592, 49.25074480696454], [-123.03390003363366, 49.25074482306678], [-123.03390001620025, 49.25074483911906], [-123.03389999865927, 49.250744855121035], [-123.0338999810111, 49.250744871072435], [-123.03389996325605, 49.25074488697293], [-123.03389994539451, 49.25074490282223], [-123.03389992742677, 49.250744918620015], [-123.03389990935322, 49.25074493436597], [-123.0338998911742, 49.25074495005982], [-123.03389987289003, 49.25074496570123], [-123.0338998545011, 49.25074498128993], [-123.03389983600773, 49.250744996825595], [-123.03389981741032, 49.25074501230793], [-123.03389979870919, 49.25074502773664], [-123.0338997799047, 49.25074504311144], [-123.03389976099727, 49.250745058432024], [-123.0338997419872, 49.25074507369806], [-123.03389972287486, 49.250745088909326], [-123.03389970366068, 49.25074510406549], [-123.03389968434496, 49.25074511916624], [-123.03389966492811, 49.25074513421131], [-123.0338996454105, 49.25074514920041], [-123.0338996257925, 49.250745164133235], [-123.03389960607448, 49.250745179009506], [-123.03389958625687, 49.25074519382896], [-123.03389956633997, 49.250745208591255], [-123.03389954632424, 49.25074522329615], [-123.03389952621002, 49.25074523794334], [-123.03389950599772, 49.250745252532575], [-123.03389948568773, 49.25074526706354], [-123.03389946528041, 49.25074528153596], [-123.03389944477622, 49.25074529594956], [-123.03389942417549, 49.25074531030406], [-123.03389940347863, 49.2507453245992], [-123.03389938268607, 49.25074533883468], [-123.03389936179818, 49.25074535301025], [-123.0338993408154, 49.2507453671256], [-123.03389931973808, 49.250745381180515], [-123.03389929856665, 49.25074539517467], [-123.03389927730154, 49.25074540910781], [-123.03389925594315, 49.25074542297967], [-123.0338992344919, 49.250745436789984], [-123.03389921294819, 49.25074545053848], [-123.03389919131243, 49.2507454642249], [-123.03389916958501, 49.250745477848966], [-123.03389914776643, 49.25074549141044], [-123.03389912585705, 49.25074550490905], [-123.0338991038573, 49.25074551834451], [-123.03389908176761, 49.25074553171659], [-123.03389905958844, 49.25074554502505], [-123.03389903732014, 49.25074555826959], [-123.03389901496321, 49.25074557144995], [-123.03389899251806, 49.25074558456592], [-123.0338989699851, 49.250745597617225], [-123.03389894736482, 49.25074561060361], [-123.03389892465759, 49.25074562352483], [-123.0338989018639, 49.25074563638062], [-123.03389887898417, 49.250745649170774], [-123.03389885601881, 49.25074566189499], [-123.03389883296832, 49.250745674553066], [-123.0338988098331, 49.25074568714472], [-123.03389878661363, 49.25074569966972], [-123.03389876331035, 49.250745712127866], [-123.0338987399237, 49.25074572451887], [-123.03389871645412, 49.25074573684252], [-123.03389869290208, 49.250745749098556], [-123.03389866926804, 49.25074576128676], [-123.03389864555245, 49.2507457734069], [-123.03389862175574, 49.25074578545869], [-123.0338985978784, 49.25074579744195], [-123.03389857392091, 49.250745809356474], [-123.03389854988367, 49.250745821201974], [-123.03389852576721, 49.250745832978254], [-123.03389850157194, 49.25074584468507], [-123.03389847729838, 49.250745856322176], [-123.03389845294696, 49.250745867889385], [-123.03389842851817, 49.25074587938648], [-123.03389840401245, 49.25074589081321], [-123.0338983794303, 49.25074590216937], [-123.03389835477219, 49.25074591345474], [-123.0338983300386, 49.25074592466909], [-123.03389830523, 49.25074593581221], [-123.03389828034686, 49.25074594688392], [-123.03389825538969, 49.25074595788395], [-123.03389823035894, 49.25074596881209], [-123.03389820525511, 49.250745979668174], [-123.03389818007868, 49.250745990451975], [-123.03389815483011, 49.25074600116327], [-123.03389812950995, 49.25074601180187], [-123.03389810411863, 49.250746022367565], [-123.03389807865666, 49.250746032860135], [-123.03389805312455, 49.2507460432794], [-123.03389802752274, 49.250746053625136], [-123.0338980018518, 49.250746063897175], [-123.03389797611214, 49.2507460740953], [-123.03389795030434, 49.250746084219294], [-123.03389792442883, 49.25074609426898], [-123.03389789848616, 49.25074610424421], [-123.03389787247677, 49.250746114144704], [-123.03389784640125, 49.25074612397034], [-123.03389782026004, 49.25074613372087], [-123.03389779405363, 49.25074614339617], [-123.03389776778256, 49.25074615299603], [-123.03389774144733, 49.25074616252022], [-123.03389771504848, 49.25074617196863], [-123.03389768858646, 49.25074618134105], [-123.03389766206182, 49.250746190637265], [-123.03389763547504, 49.25074619985711], [-123.03389760882665, 49.25074620900044], [-123.03389758211719, 49.25074621806706], [-123.03389755534715, 49.25074622705679], [-123.03389752851704, 49.25074623596945], [-123.03389750162738, 49.25074624480489], [-123.0338974746787, 49.2507462535629], [-123.0338974476715, 49.250746262243354], [-123.03389742060637, 49.25074627084607], [-123.03389739348371, 49.25074627937087], [-123.03389736630417, 49.25074628781761], [-123.03389733906816, 49.250746296186115], [-123.03389731177631, 49.25074630447622], [-123.03389728442906, 49.25074631268778], [-123.03389725702701, 49.25074632082061], [-123.03389722957063, 49.250746328874584], [-123.03389720206047, 49.250746336849524], [-123.03389717449708, 49.25074634474529], [-123.03389714688096, 49.25074635256172], [-123.03389711921268, 49.25074636029868], [-123.03389709149275, 49.25074636795598], [-123.0338970637217, 49.250746375533524], [-123.03389703590005, 49.25074638303114], [-123.0338970080284, 49.25074639044867], [-123.03389698010723, 49.250746397785996], [-123.0338969521371, 49.25074640504297], [-123.03389692411855, 49.25074641221945], [-123.03389689605211, 49.2507464193153], [-123.03389686793832, 49.25074642633036], [-123.03389683977774, 49.25074643326454], [-123.03389681157093, 49.25074644011765], [-123.03389678331837, 49.25074644688961], [-123.03389675502066, 49.25074645358025], [-123.03389672667834, 49.25074646018948], [-123.03389669829194, 49.25074646671715], [-123.033896669862, 49.25074647316312], [-123.03389664138909, 49.25074647952729], [-123.03389661287375, 49.250746485809515], [-123.03389658431654, 49.25074649200968], [-123.033896555718, 49.25074649812771], [-123.03389652707868, 49.25074650416342], [-123.03389649839914, 49.25074651011672], [-123.03389646967993, 49.250746515987515], [-123.03389644092161, 49.25074652177565], [-123.03389641212473, 49.25074652748106], [-123.03389638328983, 49.25074653310361], [-123.0338963544175, 49.250746538643185], [-123.03389632550828, 49.250746544099684], [-123.03389629656272, 49.25074654947301], [-123.03389626758138, 49.250746554763055], [-123.03389623856482, 49.25074655996972], [-123.03389620951361, 49.2507465650929], [-123.0338961804283, 49.250746570132485], [-123.03389615130948, 49.25074657508841], [-123.03389612215767, 49.25074657996055], [-123.03389609297344, 49.25074658474879], [-123.03389606375737, 49.2507465894531], [-123.03389603451002, 49.25074659407335], [-123.03389600523195, 49.250746598609474], [-123.03389597592373, 49.25074660306133], [-123.0338959465859, 49.2507466074289], [-123.03389591721908, 49.25074661171206], [-123.03389588782379, 49.250746615910735], [-123.0338958584006, 49.25074662002486], [-123.0338958289501, 49.25074662405434], [-123.03389579947283, 49.25074662799909], [-123.0338957699694, 49.25074663185905], [-123.03389574044034, 49.25074663563413], [-123.03389571088624, 49.25074663932426], [-123.03389568130767, 49.2507466429294], [-123.03389565170518, 49.25074664644945], [-123.03389562207936, 49.25074664988433], [-123.03389559243078, 49.250746653233975], [-123.03389556276002, 49.250746656498364], [-123.03389553306764, 49.250746659677404], [-123.03389550335422, 49.250746662771036], [-123.0338954736203, 49.25074666577918], [-123.03389544386651, 49.25074666870182], [-123.0338954140934, 49.25074667153888], [-123.03389538430152, 49.25074667429029], [-123.03389535449148, 49.250746676956005], [-123.03389532466383, 49.25074667953601], [-123.03389529481916, 49.2507466820302], [-123.03389526495805, 49.250746684438546], [-123.03389523508106, 49.25074668676101], [-123.03389520518878, 49.250746688997545], [-123.0338951752818, 49.250746691148116], [-123.03389514536065, 49.25074669321265], [-123.03389511542595, 49.25074669519116], [-123.03389508547826, 49.250746697083564], [-123.03389505551814, 49.25074669888979], [-123.03389502554623, 49.25074670060992], [-123.03389499556303, 49.25074670224383], [-123.03389496556919, 49.25074670379151], [-123.03389493556523, 49.250746705252936], [-123.03389490555176, 49.25074670662806], [-123.03389487552936, 49.25074670791688], [-123.0338948454986, 49.25074670911934], [-123.03389481546003, 49.25074671023546], [-123.03389478541429, 49.2507467112652], [-123.03389475536193, 49.25074671220853], [-123.03389472530354, 49.25074671306543], [-123.03389469523967, 49.25074671383591], [-123.03389466517093, 49.250746714519906], [-123.03389463509787, 49.25074671511747], [-123.03389460502112, 49.25074671562854], [-123.03389457494121, 49.25074671605312], [-123.03389454485877, 49.25074671639121], [-123.03389451477433, 49.250746716642794], [-123.0338944846885, 49.250746716807875], [-123.03389445460182, 49.25074671688644], [-123.03389442451495, 49.2507467168785], [-123.03383276844431, 49.25074673495038]], ""type"": ""LineString""}";600;2008-07-01;blank;Steel;49.25072820645188, -123.03388419536249
