SUBSYSTEM;SIZE;OPEN_IND;X_OFFSET_FROM_PROP_LINE_M;X_OFFSET_DIRECTION;Y_OFFSET_FROM_PROP_LINE_M;Y_OFFSET_DIRECTION;Geom;Geo Local Area;geo_point_2d
Distribution;SMALL;OPEN;1.2;W;7.2;N;"{""coordinates"": [-123.02470989834228, 49.234894519450116], ""type"": ""Point""}";Renfrew-Collingwood;49.234894519450116, -123.02470989834228
Distribution;SMALL;OPEN;7.0;W;3.4;S;"{""coordinates"": [-123.02740186538894, 49.23622771862737], ""type"": ""Point""}";Renfrew-Collingwood;49.23622771862737, -123.02740186538894
Distribution;SMALL;OPEN;2.7;E;6.4;N;"{""coordinates"": [-123.03357511507907, 49.24706627808292], ""type"": ""Point""}";Renfrew-Collingwood;49.24706627808292, -123.03357511507907
Distribution;SMALL;OPEN;2.4;W;0.0;S;"{""coordinates"": [-123.03365314096399, 49.24617125692955], ""type"": ""Point""}";Renfrew-Collingwood;49.24617125692955, -123.03365314096399
Distribution;SMALL;OPEN;0.0;E;6.4;N;"{""coordinates"": [-123.0336058147061, 49.24784208069115], ""type"": ""Point""}";Renfrew-Collingwood;49.24784208069115, -123.0336058147061
Distribution;SMALL;OPEN;2.4;W;0.0;S;"{""coordinates"": [-123.03363972784771, 49.247784681262665], ""type"": ""Point""}";Renfrew-Collingwood;49.247784681262665, -123.03363972784771
Distribution;SMALL;OPEN;4.9;E;4.9;N;"{""coordinates"": [-123.03641798260892, 49.27491630818291], ""type"": ""Point""}";Hastings-Sunrise;49.27491630818291, -123.03641798260892
Distribution;SMALL;OPEN;7.0;E;0.0;S;"{""coordinates"": [-123.0617285104177, 49.28201563787386], ""type"": ""Point""}";Grandview-Woodland;49.28201563787386, -123.0617285104177
Distribution;SMALL;OPEN;7.0;E;0.0;S;"{""coordinates"": [-123.06171179089866, 49.282919302080934], ""type"": ""Point""}";Grandview-Woodland;49.282919302080934, -123.06171179089866
Distribution;SMALL;OPEN;7.0;E;0.0;S;"{""coordinates"": [-123.06169577295454, 49.28382369437785], ""type"": ""Point""}";Grandview-Woodland;49.28382369437785, -123.06169577295454
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""coordinates"": [-123.06837602553738, 49.27926044148883], ""type"": ""Point""}";Grandview-Woodland;49.27926044148883, -123.06837602553738
Distribution;SMALL;OPEN;0.0;W;3.7;N;"{""coordinates"": [-123.06847266768898, 49.278386952201565], ""type"": ""Point""}";Grandview-Woodland;49.278386952201565, -123.06847266768898
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""coordinates"": [-123.12461343741303, 49.250062977611755], ""type"": ""Point""}";South Cambie;49.250062977611755, -123.12461343741303
Distribution;SMALL;OPEN;5.5;W;0.9;S;"{""coordinates"": [-123.12464671387777, 49.249319135256535], ""type"": ""Point""}";South Cambie;49.249319135256535, -123.12464671387777
Distribution;SMALL;OPEN;2.1;W;18.3;N;"{""coordinates"": [-123.12455578172323, 49.25040746705555], ""type"": ""Point""}";South Cambie;49.25040746705555, -123.12455578172323
Distribution;SMALL;OPEN;5.5;E;0.0;S;"{""coordinates"": [-123.09155366382193, 49.28104838502875], ""type"": ""Point""}";Strathcona;49.28104838502875, -123.09155366382193
Distribution;SMALL;OPEN;7.9;E;0.0;N;"{""coordinates"": [-123.03883285015239, 49.229373630613196], ""type"": ""Point""}";Killarney;49.229373630613196, -123.03883285015239
Distribution;SMALL;OPEN;3.4;W;0.0;N;"{""coordinates"": [-123.03734079910296, 49.22936701628841], ""type"": ""Point""}";Killarney;49.22936701628841, -123.03734079910296
Distribution;SMALL;OPEN;0.0;W;1.8;S;"{""coordinates"": [-123.03236222331878, 49.22933435430209], ""type"": ""Point""}";Killarney;49.22933435430209, -123.03236222331878
Distribution;SMALL;OPEN;0.0;E;10.4;N;"{""coordinates"": [-123.02547395907145, 49.28765917017637], ""type"": ""Point""}";Hastings-Sunrise;49.28765917017637, -123.02547395907145
Distribution;SMALL;OPEN;0.0;W;10.4;N;"{""coordinates"": [-123.02367985424809, 49.28765961472063], ""type"": ""Point""}";Hastings-Sunrise;49.28765961472063, -123.02367985424809
Distribution;SMALL;OPEN;7.0;W;0.0;S;"{""coordinates"": [-123.02556962589684, 49.28856135515104], ""type"": ""Point""}";Hastings-Sunrise;49.28856135515104, -123.02556962589684
Distribution;SMALL;OPEN;7.0;W;0.0;S;"{""coordinates"": [-123.02557044501184, 49.28756594994827], ""type"": ""Point""}";Hastings-Sunrise;49.28756594994827, -123.02557044501184
Distribution;SMALL;OPEN;1.8;W;0.0;N;"{""coordinates"": [-123.12453192550403, 49.25086013260154], ""type"": ""Point""}";South Cambie;49.25086013260154, -123.12453192550403
Distribution;SMALL;OPEN;7.0;W;0.0;N;"{""coordinates"": [-123.02556909227468, 49.28883246952938], ""type"": ""Point""}";Hastings-Sunrise;49.28883246952938, -123.02556909227468
Distribution;SMALL;CLOSED;6.7;E;30.2;N;"{""coordinates"": [-123.02362178632963, 49.237650575793346], ""type"": ""Point""}";Renfrew-Collingwood;49.237650575793346, -123.02362178632963
Distribution;SMALL;OPEN;10.7;W;0.0;N;"{""coordinates"": [-123.18548435323159, 49.228388614333085], ""type"": ""Point""}";Dunbar-Southlands;49.228388614333085, -123.18548435323159
Distribution;SMALL;OPEN;7.0;W;0.0;S;"{""coordinates"": [-123.21187040578248, 49.2701425265165], ""type"": ""Point""}";West Point Grey;49.2701425265165, -123.21187040578248
Distribution;SMALL;OPEN;3.0;W;93.9;S;"{""coordinates"": [-123.03253872959638, 49.23740142594539], ""type"": ""Point""}";Renfrew-Collingwood;49.23740142594539, -123.03253872959638
Distribution;SMALL;OPEN;127.1;W;6.7;S;"{""coordinates"": [-123.03192567174044, 49.23580081197784], ""type"": ""Point""}";Renfrew-Collingwood;49.23580081197784, -123.03192567174044
Distribution;SMALL;OPEN;0.0;W;6.7;S;"{""coordinates"": [-123.03056861385997, 49.23526153612994], ""type"": ""Point""}";Renfrew-Collingwood;49.23526153612994, -123.03056861385997
Distribution;SMALL;OPEN;5.8;W;0.0;S;"{""coordinates"": [-123.02696158913831, 49.234023203767926], ""type"": ""Point""}";Renfrew-Collingwood;49.234023203767926, -123.02696158913831
Distribution;SMALL;OPEN;0.0;W;5.5;S;"{""coordinates"": [-123.02605478251742, 49.234158349592526], ""type"": ""Point""}";Renfrew-Collingwood;49.234158349592526, -123.02605478251742
Distribution;SMALL;OPEN;6.1;E;0.6;N;"{""coordinates"": [-123.0259700970293, 49.23402676815323], ""type"": ""Point""}";Renfrew-Collingwood;49.23402676815323, -123.0259700970293
Distribution;SMALL;OPEN;;;;;"{""coordinates"": [-123.02834360837912, 49.28657936073938], ""type"": ""Point""}";Hastings-Sunrise;49.28657936073938, -123.02834360837912
Distribution;SMALL;OPEN;0.3;E;10.1;N;"{""coordinates"": [-123.02754603270202, 49.28765871280599], ""type"": ""Point""}";Hastings-Sunrise;49.28765871280599, -123.02754603270202
Distribution;SMALL;OPEN;6.4;E;3.4;N;"{""coordinates"": [-123.02337466248541, 49.20421994571526], ""type"": ""Point""}";;49.20421994571526, -123.02337466248541
Distribution;SMALL;OPEN;0.0;W;3.7;N;"{""coordinates"": [-123.0679236290591, 49.2101843619799], ""type"": ""Point""}";Victoria-Fraserview;49.2101843619799, -123.0679236290591
Distribution;SMALL;OPEN;82.9;W;4.3;N;"{""coordinates"": [-123.06891778033234, 49.210493166030176], ""type"": ""Point""}";Victoria-Fraserview;49.210493166030176, -123.06891778033234
Distribution;SMALL;OPEN;6.1;E;3.4;S;"{""coordinates"": [-123.04230831120678, 49.206538964563876], ""type"": ""Point""}";Killarney;49.206538964563876, -123.04230831120678
Distribution;SMALL;OPEN;15.5;W;3.7;S;"{""coordinates"": [-123.04255928089094, 49.206547507845876], ""type"": ""Point""}";Killarney;49.206547507845876, -123.04255928089094
Distribution;SMALL;OPEN;0.0;E;8.2;N;"{""coordinates"": [-123.02547312809578, 49.28863532571243], ""type"": ""Point""}";Hastings-Sunrise;49.28863532571243, -123.02547312809578
Distribution;SMALL;OPEN;5.5;E;112.8;S;"{""coordinates"": [-123.04448848212786, 49.237500311760726], ""type"": ""Point""}";Renfrew-Collingwood;49.237500311760726, -123.04448848212786
Distribution;SMALL;OPEN;5.5;E;0.0;S;"{""coordinates"": [-123.04364824479948, 49.23835247291818], ""type"": ""Point""}";Renfrew-Collingwood;49.23835247291818, -123.04364824479948
Distribution;SMALL;OPEN;5.2;E;7.9;S;"{""coordinates"": [-123.03785808147607, 49.239096659003046], ""type"": ""Point""}";Renfrew-Collingwood;49.239096659003046, -123.03785808147607
Distribution;SMALL;OPEN;5.2;E;3.0;S;"{""coordinates"": [-123.03709803848899, 49.23988757832346], ""type"": ""Point""}";Renfrew-Collingwood;49.23988757832346, -123.03709803848899
Distribution;SMALL;OPEN;5.2;E;0.0;S;"{""coordinates"": [-123.03676405170532, 49.24023733010231], ""type"": ""Point""}";Renfrew-Collingwood;49.24023733010231, -123.03676405170532
Distribution;SMALL;OPEN;7.0;E;4.9;N;"{""coordinates"": [-123.04066726219469, 49.23568746888209], ""type"": ""Point""}";Renfrew-Collingwood;49.23568746888209, -123.04066726219469
Distribution;SMALL;OPEN;0.6;E;6.4;S;"{""coordinates"": [-123.04059336893596, 49.23586865016207], ""type"": ""Point""}";Renfrew-Collingwood;49.23586865016207, -123.04059336893596
Distribution;SMALL;OPEN;2.1;W;0.0;N;"{""coordinates"": [-123.04057184802343, 49.2359248780185], ""type"": ""Point""}";Renfrew-Collingwood;49.2359248780185, -123.04057184802343
Distribution;SMALL;OPEN;2.1;W;0.0;S;"{""coordinates"": [-123.03829851123535, 49.23822011629838], ""type"": ""Point""}";Renfrew-Collingwood;49.23822011629838, -123.03829851123535
Distribution;SMALL;OPEN;0.3;E;3.0;S;"{""coordinates"": [-123.03814529029582, 49.23833746496914], ""type"": ""Point""}";Renfrew-Collingwood;49.23833746496914, -123.03814529029582
Distribution;SMALL;OPEN;8.2;W;2.4;S;"{""coordinates"": [-123.04765353061437, 49.20652037663466], ""type"": ""Point""}";Killarney;49.20652037663466, -123.04765353061437
Distribution;SMALL;OPEN;3.7;W;3.7;S;"{""coordinates"": [-123.0475914475056, 49.20649017804496], ""type"": ""Point""}";Killarney;49.20649017804496, -123.0475914475056
Distribution;SMALL;OPEN;1.2;W;5.8;S;"{""coordinates"": [-123.04378475419225, 49.24058889025636], ""type"": ""Point""}";Renfrew-Collingwood;49.24058889025636, -123.04378475419225
Distribution;SMALL;OPEN;172.8;E;3.0;N;"{""coordinates"": [-123.05434705045353, 49.20591351311872], ""type"": ""Point""}";Killarney;49.20591351311872, -123.05434705045353
Distribution;SMALL;OPEN;1.5;E;4.6;S;"{""coordinates"": [-123.06600958047166, 49.26238389353356], ""type"": ""Point""}";Grandview-Woodland;49.26238389353356, -123.06600958047166
Distribution;SMALL;OPEN;2.1;E;0.6;S;"{""coordinates"": [-123.06989842587988, 49.26245029373577], ""type"": ""Point""}";Grandview-Woodland;49.26245029373577, -123.06989842587988
Distribution;SMALL;OPEN;0.0;W;11.9;N;"{""coordinates"": [-123.04428520599193, 49.28018166126], ""type"": ""Point""}";Hastings-Sunrise;49.28018166126, -123.04428520599193
Distribution;SMALL;OPEN;6.7;W;0.0;S;"{""coordinates"": [-123.09086116819198, 49.21902004376883], ""type"": ""Point""}";Sunset;49.21902004376883, -123.09086116819198
Distribution;SMALL;OPEN;1.5;W;1.6;N;"{""coordinates"": [-123.05040236216179, 49.24749915654486], ""type"": ""Point""}";Renfrew-Collingwood;49.24749915654486, -123.05040236216179
Distribution;SMALL;OPEN;0.0;E;5.5;N;"{""coordinates"": [-123.07735238837022, 49.26138832812034], ""type"": ""Point""}";Kensington-Cedar Cottage;49.26138832812034, -123.07735238837022
Distribution;SMALL;OPEN;1.8;W;1.2;N;"{""coordinates"": [-123.07733641236194, 49.260056706002004], ""type"": ""Point""}";Kensington-Cedar Cottage;49.260056706002004, -123.07733641236194
Distribution;SMALL;OPEN;6.7;W;0.0;N;"{""coordinates"": [-123.0908335508802, 49.2200531547556], ""type"": ""Point""}";Sunset;49.2200531547556, -123.0908335508802
Distribution;SMALL;OPEN;6.7;W;0.0;N;"{""coordinates"": [-123.09083802605511, 49.21987243618852], ""type"": ""Point""}";Sunset;49.21987243618852, -123.09083802605511
Distribution;SMALL;OPEN;6.7;W;0.0;S;"{""coordinates"": [-123.09076763592688, 49.22267079458654], ""type"": ""Point""}";Sunset;49.22267079458654, -123.09076763592688
Distribution;SMALL;OPEN;6.7;W;25.0;S;"{""coordinates"": [-123.09079246194068, 49.2216792444326], ""type"": ""Point""}";Sunset;49.2216792444326, -123.09079246194068
Distribution;SMALL;OPEN;6.7;W;0.0;N;"{""coordinates"": [-123.09072039300963, 49.22461357568888], ""type"": ""Point""}";Sunset;49.22461357568888, -123.09072039300963
Distribution;SMALL;OPEN;6.7;W;0.0;S;"{""coordinates"": [-123.09066396122363, 49.22642288261245], ""type"": ""Point""}";Sunset;49.22642288261245, -123.09066396122363
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.0909397101073, 49.22551273191434], ""type"": ""Point""}";Sunset;49.22551273191434, -123.0909397101073
Distribution;SMALL;OPEN;3.0;E;0.9;S;"{""coordinates"": [-123.07566000617658, 49.26249378138265], ""type"": ""Point""}";Grandview-Woodland;49.26249378138265, -123.07566000617658
Distribution;SMALL;OPEN;0.9;W;4.0;N;"{""coordinates"": [-123.04718657807408, 49.25628054451591], ""type"": ""Point""}";Renfrew-Collingwood;49.25628054451591, -123.04718657807408
Distribution;SMALL;OPEN;107.0;E;5.5;N;"{""coordinates"": [-123.0957685661937, 49.229224610449776], ""type"": ""Point""}";Sunset;49.229224610449776, -123.0957685661937
Distribution;SMALL;OPEN;1.5;W;0.0;S;"{""coordinates"": [-123.0903723790946, 49.23469702050285], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23469702050285, -123.0903723790946
Distribution;SMALL;OPEN;1.5;W;0.0;S;"{""coordinates"": [-123.09031597780704, 49.23650591027232], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23650591027232, -123.09031597780704
Distribution;SMALL;OPEN;1.5;W;0.0;S;"{""coordinates"": [-123.09021774432783, 49.240194343263404], ""type"": ""Point""}";Kensington-Cedar Cottage;49.240194343263404, -123.09021774432783
Distribution;SMALL;OPEN;3.0;E;0.0;N;"{""coordinates"": [-123.09598854089603, 49.26369694692779], ""type"": ""Point""}";Mount Pleasant;49.26369694692779, -123.09598854089603
Distribution;SMALL;OPEN;3.0;E;0.0;S;"{""coordinates"": [-123.09601706731206, 49.263388486618155], ""type"": ""Point""}";Mount Pleasant;49.263388486618155, -123.09601706731206
Distribution;SMALL;OPEN;0.3;E;12.2;S;"{""coordinates"": [-123.09611355523383, 49.26276628892441], ""type"": ""Point""}";Mount Pleasant;49.26276628892441, -123.09611355523383
Distribution;SMALL;OPEN;5.5;W;0.0;N;"{""coordinates"": [-123.06163547391083, 49.24365095539122], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24365095539122, -123.06163547391083
Distribution;SMALL;OPEN;2.7;E;7.6;S;"{""coordinates"": [-123.10168404653464, 49.274993514206685], ""type"": ""Point""}";Downtown;49.274993514206685, -123.10168404653464
Distribution;SMALL;OPEN;0.0;W;5.2;S;"{""coordinates"": [-123.07057459843175, 49.280331866688286], ""type"": ""Point""}";Grandview-Woodland;49.280331866688286, -123.07057459843175
Distribution;SMALL;OPEN;6.7;E;0.0;N;"{""coordinates"": [-123.06833481144591, 49.280348972516926], ""type"": ""Point""}";Grandview-Woodland;49.280348972516926, -123.06833481144591
Distribution;SMALL;OPEN;6.7;E;0.0;S;"{""coordinates"": [-123.0683400449477, 49.2801662683494], ""type"": ""Point""}";Grandview-Woodland;49.2801662683494, -123.0683400449477
Distribution;SMALL;OPEN;4.6;W;0.9;S;"{""coordinates"": [-123.07696297092856, 49.28235221588436], ""type"": ""Point""}";Grandview-Woodland;49.28235221588436, -123.07696297092856
Distribution;SMALL;OPEN;5.2;W;0.0;N;"{""coordinates"": [-123.06006771667674, 49.259967397413], ""type"": ""Point""}";Kensington-Cedar Cottage;49.259967397413, -123.06006771667674
Distribution;SMALL;OPEN;0.0;W;5.2;N;"{""coordinates"": [-123.08288422928098, 49.24246276096637], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24246276096637, -123.08288422928098
Distribution;SMALL;OPEN;7.0;E;0.0;S;"{""coordinates"": [-123.09148581005867, 49.28204430384753], ""type"": ""Point""}";Strathcona;49.28204430384753, -123.09148581005867
Distribution;SMALL;OPEN;3.7;E;1.8;S;"{""coordinates"": [-123.1025055575455, 49.20729358830889], ""type"": ""Point""}";Sunset;49.20729358830889, -123.1025055575455
Distribution;SMALL;OPEN;0.0;E;4.9;N;"{""coordinates"": [-123.0790773805842, 49.279447036878004], ""type"": ""Point""}";Strathcona;49.279447036878004, -123.0790773805842
Distribution;SMALL;OPEN;5.2;E;0.0;S;"{""coordinates"": [-123.08265678987031, 49.2772684713995], ""type"": ""Point""}";Strathcona;49.2772684713995, -123.08265678987031
Distribution;SMALL;OPEN;0.0;W;5.5;N;"{""coordinates"": [-123.07735178020133, 49.2785227177407], ""type"": ""Point""}";Strathcona;49.2785227177407, -123.07735178020133
Distribution;SMALL;OPEN;0.0;W;7.0;S;"{""coordinates"": [-123.0902746993948, 49.251037809885425], ""type"": ""Point""}";Riley Park;49.251037809885425, -123.0902746993948
Distribution;SMALL;OPEN;0.3;E;7.0;S;"{""coordinates"": [-123.09030391222113, 49.25013332610407], ""type"": ""Point""}";Riley Park;49.25013332610407, -123.09030391222113
Distribution;SMALL;OPEN;0.0;W;7.3;S;"{""coordinates"": [-123.09217647977401, 49.25106415744435], ""type"": ""Point""}";Riley Park;49.25106415744435, -123.09217647977401
Distribution;SMALL;OPEN;8.0;W;0.0;S;"{""coordinates"": [-123.09191611130562, 49.25366126777312], ""type"": ""Point""}";Riley Park;49.25366126777312, -123.09191611130562
Distribution;SMALL;OPEN;0.0;W;7.3;S;"{""coordinates"": [-123.09410987608952, 49.2510953773327], ""type"": ""Point""}";Riley Park;49.2510953773327, -123.09410987608952
Distribution;SMALL;OPEN;5.5;E;0.0;S;"{""coordinates"": [-123.09670855929971, 49.25192476783925], ""type"": ""Point""}";Riley Park;49.25192476783925, -123.09670855929971
Distribution;SMALL;OPEN;5.8;E;5.2;S;"{""coordinates"": [-123.09868648626261, 49.251183669816896], ""type"": ""Point""}";Riley Park;49.251183669816896, -123.09868648626261
Distribution;SMALL;OPEN;7.3;E;0.0;S;"{""coordinates"": [-123.09867041415364, 49.25104831440006], ""type"": ""Point""}";Riley Park;49.25104831440006, -123.09867041415364
Distribution;SMALL;OPEN;7.0;E;0.0;N;"{""coordinates"": [-123.09856564620128, 49.2539443529232], ""type"": ""Point""}";Riley Park;49.2539443529232, -123.09856564620128
Distribution;SMALL;OPEN;0.3;E;9.8;N;"{""coordinates"": [-123.09038860339479, 49.23283823792202], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23283823792202, -123.09038860339479
Distribution;SMALL;OPEN;6.4;E;5.2;N;"{""coordinates"": [-123.09064059429792, 49.23280205047063], ""type"": ""Point""}";Sunset;49.23280205047063, -123.09064059429792
Distribution;SMALL;OPEN;0.0;W;4.3;S;"{""coordinates"": [-123.08725414893223, 49.28210744857835], ""type"": ""Point""}";Strathcona;49.28210744857835, -123.08725414893223
Distribution;SMALL;OPEN;0.0;E;4.3;S;"{""coordinates"": [-123.08698080829001, 49.282102257550385], ""type"": ""Point""}";Strathcona;49.282102257550385, -123.08698080829001
Distribution;SMALL;OPEN;0.0;W;4.3;S;"{""coordinates"": [-123.08488445215839, 49.282062816532516], ""type"": ""Point""}";Strathcona;49.282062816532516, -123.08488445215839
Distribution;SMALL;OPEN;0.0;E;5.2;S;"{""coordinates"": [-123.0822390155347, 49.28200574821302], ""type"": ""Point""}";Strathcona;49.28200574821302, -123.0822390155347
Distribution;SMALL;OPEN;5.8;W;6.4;S;"{""coordinates"": [-123.08120594849058, 49.281975544422465], ""type"": ""Point""}";Strathcona;49.281975544422465, -123.08120594849058
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.09709643878644, 49.23451925162557], ""type"": ""Point""}";Riley Park;49.23451925162557, -123.09709643878644
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.09706185514804, 49.235433198128966], ""type"": ""Point""}";Riley Park;49.235433198128966, -123.09706185514804
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""coordinates"": [-123.09726284059992, 49.23530843588279], ""type"": ""Point""}";Riley Park;49.23530843588279, -123.09726284059992
Distribution;SMALL;OPEN;126.2;W;0.6;S;"{""coordinates"": [-123.09240818186977, 49.23481364355148], ""type"": ""Point""}";Riley Park;49.23481364355148, -123.09240818186977
Distribution;SMALL;OPEN;0.0;E;5.8;N;"{""coordinates"": [-123.09927947844962, 49.23534852133431], ""type"": ""Point""}";Riley Park;49.23534852133431, -123.09927947844962
Distribution;SMALL;OPEN;1.5;E;6.4;S;"{""coordinates"": [-123.09935537585291, 49.234506950393026], ""type"": ""Point""}";Riley Park;49.234506950393026, -123.09935537585291
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.0994009389428, 49.233609625821884], ""type"": ""Point""}";Riley Park;49.233609625821884, -123.0994009389428
Distribution;SMALL;OPEN;6.1;E;0.0;S;"{""coordinates"": [-123.10005129152063, 49.23291284079345], ""type"": ""Point""}";Sunset;49.23291284079345, -123.10005129152063
